Top pages,Clicks,Impressions,CTR,Position
https://antidote.fit/clinic/view/kolors-hair-and-skin-clinic---banjara-hi,0,91,0%,11.84
https://antidote.fit/clinic/view/studio-vogue-lu-16-1750461703,0,91,0%,15.34
https://antidote.fit/clinic/view/misk-beauty-salon-6-1750491387,0,90,0%,7.56
https://antidote.fit/clinic/view/pearl-clin-22-1750438310,0,90,0%,8.42
https://antidote.fit/clinic/view/dr-radhikas-ski,0,89,0%,8.18
https://antidote.fit/clinic/view/----,0,89,0%,10.94
https://antidote.fit/clinic/view/pilgrim--14-1750469969,0,89,0%,11.04
https://antidote.fit/clinic/view/house-of-aes-16-1750458765,0,89,0%,11.38
https://antidote.fit/clinic/view/cutis-sk-13-1750456865,0,89,0%,12.61
https://antidote.fit/clinic/view/kiran-skin-c-15-1750459464,0,88,0%,7.22
https://antidote.fit/clinic/view/drranjit-0-1750438460,0,88,0%,11.14
https://antidote.fit/clinic/view/ccarewel-17-1750455263,0,87,0%,8.56
https://antidote.fit/clinic/view/oliva-skin---6-1750457812,0,87,0%,12.98
https://antidote.fit/clinic/view/layers-clinics---indira-nagar,0,86,0%,6.84
https://antidote.fit/clinic/view/dr-k-pratyushas-skinrx-clinix,0,86,0%,10.14
"https://antidote.fit/clinic/view/gagana-speciality-clinics---skin,-h",0,86,0%,11.24
https://antidote.fit/clinic/view/theory-of-skin-,0,85,0%,9.82
https://antidote.fit/clinic/view/sathyasree-2-1750438302,0,85,0%,11.06
https://antidote.fit/clinic/view/shree-an-24-1750441097,0,84,0%,8.74
https://antidote.fit/clinic/view/miss-noora-s-13-1750459136,0,84,0%,9.63
https://antidote.fit/clinic/view/kaya-clinic---hrbr-layout,0,84,0%,10.14
https://antidote.fit/clinic/view/skye---skin--15-1750438209,0,84,0%,10.29
"https://antidote.fit/clinic/view/5-elements---skin,-hair,-laser,-cos",0,83,0%,5.59
https://antidote.fit/clinic/view/melocare-wel-12-1750459380,0,83,0%,8.47
https://antidote.fit/clinic/view/dr-zees-skinmed-0-1750460149,0,83,0%,9.06
https://antidote.fit/clinic/view/halos-dermatolo-12-1750461247,0,83,0%,10.43
https://antidote.fit/clinic/view/zennara-clinic,0,83,0%,10.46
https://antidote.fit/clinic/view/dr-samir-dalal-5-1750491518,0,83,0%,13.82
https://antidote.fit/clinic/view/maya-medi-spa,0,82,0%,9.91
https://antidote.fit/clinic/view/sephora-dlf--18-1750460108,0,82,0%,10.12
"https://antidote.fit/clinic/view/kaya-clinic---kukatpally,-hyderabad",0,82,0%,10.72
https://antidote.fit/clinic/view/tvacha-skin-and-cosmetology-clinic,0,82,0%,13.16
https://antidote.fit/clinic/view/varchas--4-1750438420,0,81,0%,10.01
https://antidote.fit/clinic/view/mourya-dental-clinic---advanced-aesthetic-dentistr,0,81,0%,11.07
https://antidote.fit/clinic/view/advanced-grohair-and-gloskin-kompally,0,81,0%,14.98
https://antidote.fit/clinic/view/omni-dental--16-1750460206,0,81,0%,15.04
https://antidote.fit/clinic/view/dr-kapil-devs-d-10-1750461210,0,80,0%,6.09
https://antidote.fit/clinic/view/skin-scorre--14-1750458794,0,80,0%,9.74
https://antidote.fit/clinic/view/sohum-ey-10-1750456564,0,80,0%,11.75
https://antidote.fit/clinic/view/vida-ski-14-1750438552,0,80,0%,12.7
https://antidote.fit/clinic/view/fine-line-sk-8-1750458245,0,79,0%,6.11
https://antidote.fit/clinic/view/amway-distri-4-1750457502,0,79,0%,9.63
https://antidote.fit/clinic/view/relive-slimming-and-cosmetic-clinic,0,79,0%,10.97
https://antidote.fit/clinic/view/skinedge-skin-cosmetic--h-11-1750491521,0,78,0%,8.06
https://antidote.fit/clinic/view/layers-clinic-banjarahills,0,78,0%,8.55
https://antidote.fit/clinic/view/cutilyf-3-1750456089,0,78,0%,9.83
https://antidote.fit/clinic/view/makeup-biogr-10-1750438206,0,77,0%,9.01
https://antidote.fit/clinic/view/skinosph-0-1750438414,0,77,0%,9.92
https://antidote.fit/clinic/view/---------den-11-1750459761,0,77,0%,10.01
https://antidote.fit/clinic/view/ra-aesth-12-1750457271,0,77,0%,10.31
https://antidote.fit/clinic/view/ycdc---yogiraj-,0,77,0%,10.84
https://antidote.fit/clinic/view/dr-saba--1-1750455336,0,77,0%,10.91
https://antidote.fit/clinic/view/dr-sachi-2-1750456266,0,76,0%,7.7
https://antidote.fit/clinic/view/panemorfi-ae-12-1750458415,0,76,0%,9.16
https://antidote.fit/clinic/view/dr-samatha,0,76,0%,10.21
https://antidote.fit/clinic/view/seva-skin--child-care-cen-5-1750492772,0,75,0%,7.97
https://antidote.fit/clinic/view/pooja-dental-cl-13-1750461566,0,75,0%,11.25
https://antidote.fit/clinic/all?page=36,0,75,0%,22.93
https://antidote.fit/clinic/view/shah-dental-clinic---5-1750461978,0,74,0%,5.57
https://antidote.fit/clinic/view/saanvis-laser-skin-and-hair-clinic,0,74,0%,13.04
https://antidote.fit/clinic/view/medlinks-aes-1-1750457257,0,74,0%,14.86
https://antidote.fit/clinic/view/act-aestheti-12-1750458593,0,73,0%,10.84
https://antidote.fit/clinic/view/dr-reshm-4-1750455508,0,73,0%,10.89
https://antidote.fit/clinic/view/dr-shankila--9-1750458005,0,73,0%,11.74
https://antidote.fit/clinic/view/skin-and-hair-transplanta,0,73,0%,11.85
https://antidote.fit/clinic/view/cutisurg-d-5-1750438303,0,73,0%,12.88
https://antidote.fit/clinic/view/a-square-multis-0-1750460041,0,72,0%,6.14
https://antidote.fit/clinic/view/vlcc-wellness-clinic--ahm-3-1750491236,0,72,0%,7.33
https://antidote.fit/clinic/view/dr-vaishnavis-skin-c-16-1750462204,0,72,0%,8.6
https://antidote.fit/clinic/view/royal-pearl-ent-3-1750460562,0,72,0%,9.96
https://antidote.fit/clinic/view/dr-surjit-me-11-1750459352,0,72,0%,10.56
https://antidote.fit/clinic/view/my-dentist-vyas-16-1750461867,0,72,0%,10.69
"https://antidote.fit/clinic/view/rxdx-clinics,-w",0,72,0%,20.58
https://antidote.fit/clinic/view/dr-apoorvas--1-1750457116,0,71,0%,6.96
https://antidote.fit/clinic/view/raha-derma-clinic-and-salon,0,71,0%,9.27
https://antidote.fit/clinic/view/dr-priya-1-1750438533,0,71,0%,10.59
https://antidote.fit/clinic/view/assure-cli-10-1750438305,0,71,0%,11.18
https://antidote.fit/clinic/view/dr-anups-hea-7-1750457913,0,70,0%,8.27
https://antidote.fit/clinic/view/sparsha-skin-&-,0,70,0%,11.87
https://antidote.fit/clinic/view/dyu-aest-5-1750438538,0,70,0%,11.99
https://antidote.fit/clinic/view/dr-rajat-kan-13-1750458407,0,70,0%,14.3
https://antidote.fit/clinic/view/dadu-medical-20-1750459550,0,70,0%,30.61
https://antidote.fit/clinic/view/22-luna--1-1750438416,0,69,0%,8.29
https://antidote.fit/clinic/view/osderm-c-12-1750468020,0,69,0%,9.43
https://antidote.fit/clinic/view/dr-dinesh-raj-s-11-1750460914,0,69,0%,10.7
https://antidote.fit/clinic/view/akiya-aesthe-15-1750458995,0,69,0%,10.72
https://antidote.fit/clinic/view/aveda-x-nyka-15-1750458608,0,69,0%,13.25
https://antidote.fit/clinic/view/evenly-ski-7-1750438360,0,68,0%,8.66
https://antidote.fit/clinic/view/dr-divya-jai-11-1750458700,0,68,0%,9.28
https://antidote.fit/clinic/view/goglo-esthetics,0,68,0%,11.51
https://antidote.fit/clinic/view/clinic-derma-19-1750460030,0,68,0%,14.35
https://antidote.fit/clinic/view/vtiara-hair-&-s,0,68,0%,14.75
https://antidote.fit/clinic/view/angel-lu-7-1750455264,0,67,0%,7.64
https://antidote.fit/clinic/view/anoos-somajiguda,0,67,0%,8.25
https://antidote.fit/clinic/view/wellskin--th-16-1750459961,0,67,0%,8.67
https://antidote.fit/clinic/view/akaya---health-and-wellne-9-1750492464,0,67,0%,8.76
https://antidote.fit/clinic/view/kaya-clinic---phoenix-market-c,0,67,0%,8.9
https://antidote.fit/clinic/view/dr-trushas-skinray-c-13-1750462119,0,67,0%,10.13
https://antidote.fit/clinic/view/dr-prash-22-1750440896,0,67,0%,10.54
https://antidote.fit/clinic/view/rushcare-hospitals,0,67,0%,10.78
https://antidote.fit/clinic/view/zenith-aesthetic-car,0,66,0%,8.77
https://antidote.fit/clinic/view/dr-vipin-gup-11-1750458369,0,66,0%,9.27
https://antidote.fit/clinic/view/looks-studio-hair-transplant-c,0,66,0%,9.48
https://antidote.fit/clinic/view/dr-ashwi-2-1750438654,0,66,0%,9.68
https://antidote.fit/clinic/view/surgecare-super,0,66,0%,12.2
https://antidote.fit/clinic/view/oliva-clinic-kukatpally:-laser,0,66,0%,16.53
https://antidote.fit/clinic/view/klarity-skin-0-1750457209,0,65,0%,15.02
https://antidote.fit/clinic/view/skinwood-7-1750455810,0,64,0%,8.95
https://antidote.fit/clinic/view/clinicaderm---hyderabad,0,64,0%,10.64
https://antidote.fit/clinic/view/clinic-n-4-1750438676,0,64,0%,10.88
"https://antidote.fit/clinic/view/kosmoderma-luxe---skin,-hair-and-body-cl",0,64,0%,10.98
https://antidote.fit/clinic/view/abhis-skin--joi-3-1750460397,0,64,0%,11.08
https://antidote.fit/clinic/view/chandru-ent-derma-care,0,64,0%,11.45
https://antidote.fit/clinic/view/advanced-grohair-and-gloskin---banjara-hills,0,64,0%,16.75
https://antidote.fit/clinic/view/cutis-internati,0,64,0%,22.33
https://antidote.fit/clinic/view/aestheticq--skin--ha-13-1750490518,0,63,0%,3.63
https://antidote.fit/clinic/view/health-and-glow---kasturinagar,0,63,0%,5.94
https://antidote.fit/clinic/view/aesthetics-skin-5-1750459993,0,63,0%,8.14
https://antidote.fit/clinic/view/image-clinic-4-1750489673,0,63,0%,8.97
https://antidote.fit/clinic/view/aura-aes-7-1750438707,0,62,0%,8.61
https://antidote.fit/clinic/view/dr-gambhirs--15-1750460223,0,62,0%,9.15
https://antidote.fit/clinic/view/vaibhav-stores---sanjay-nagar:,0,62,0%,9.18
https://antidote.fit/clinic/view/skin-ref-5-1750455515,0,62,0%,10.81
https://antidote.fit/clinic/view/oliva-clinic-cg-road-15-1750462082,0,62,0%,11
https://antidote.fit/clinic/view/vasavi-s-3-1750438586,0,62,0%,11.45
https://antidote.fit/clinic/view/dr-nelog-16-1750456714,0,62,0%,12.03
https://antidote.fit/clinic/view/eternelle-aesthetics,0,62,0%,12.27
https://antidote.fit/clinic/view/amintri-skin-4-1750438203,0,62,0%,12.76
https://antidote.fit/clinic/view/scala-skin---hair-transplant-clinic,0,62,0%,12.77
https://antidote.fit/clinic/view/skin-connect---dr.-aishwarya-katta-,0,61,0%,7.59
https://antidote.fit/clinic/view/prive-luxe-s-11-1750458013,0,61,0%,9.28
https://antidote.fit/clinic/view/n-m-reddy-skin-and-h,0,61,0%,11.46
https://antidote.fit/clinic/view/dr-sidaarth--22-1750460277,0,61,0%,11.66
https://antidote.fit/clinic/view/kaya-clinic---cg-road-19-1750492225,0,61,0%,11.92
https://antidote.fit/clinic/view/syed-skin-and-hair-cosmetology-laser-center,0,61,0%,11.92
https://antidote.fit/clinic/view/kaya-cli-11-1750466967,0,61,0%,12.41
https://antidote.fit/clinic/view/aura-clinic--17-1750460008,0,60,0%,11.6
https://antidote.fit/clinic/view/advanced-17-1750438437,0,60,0%,12.02
https://antidote.fit/clinic/view/skin-point,0,60,0%,13.25
https://antidote.fit/clinic/view/oliva-clin-12-1750438254,0,60,0%,18.9
https://antidote.fit/clinic/view/dr-renu--2-1750457735,0,59,0%,8.66
https://antidote.fit/clinic/view/arshi-skin-and-hair-clinic---madinaguda-,0,59,0%,9.42
https://antidote.fit/clinic/view/skinchim-4-1750438587,0,59,0%,9.8
https://antidote.fit/clinic/view/wellness-3-1750455242,0,59,0%,9.9
https://antidote.fit/clinic/view/lejeune--12-1750438476,0,59,0%,11.08
https://antidote.fit/clinic/view/younique-ski-7-1750457718,0,59,0%,11.08
https://antidote.fit/clinic/view/dr.preethi-skin-clinic,0,59,0%,11.17
https://antidote.fit/clinic/view/beauty-world-0-1750459968,0,59,0%,11.58
https://antidote.fit/clinic/view/dr-nidhis-family-dental-c-10-1750491836,0,59,0%,13.51
https://antidote.fit/clinic/view/dermapuritys-0-1750457440,0,59,0%,22.88
https://antidote.fit/clinic/view/aeon-cli-10-1750455467,0,59,0%,39.86
https://antidote.fit/clinic/view/celebrit-3-1750438464,0,58,0%,4.59
https://antidote.fit/clinic/view/samanvi-skin-clinic---rai,0,58,0%,10.72
https://antidote.fit/clinic/view/subodha-skin-and-cosmetic-clinic,0,58,0%,12.16
https://antidote.fit/clinic/view/clinic-dermatech-hyderaba,0,58,0%,12.72
https://antidote.fit/clinic/view/namaha-h-19-1750457749,0,58,0%,18.26
https://antidote.fit/clinic/view/skin-beliefs-by-dr.s,0,58,0%,19.05
https://antidote.fit/clinic/view/limca-sk-8-1750463737,0,57,0%,7.32
https://antidote.fit/clinic/view/reshine--0-1750456122,0,57,0%,9.09
https://antidote.fit/clinic/view/skin-sum-12-1750439891,0,57,0%,10.81
https://antidote.fit/clinic/view/hair-o-craft-1-1750438202,0,57,0%,11.02
https://antidote.fit/clinic/view/skin-veda-clinics--skin---hair,0,57,0%,13.02
https://antidote.fit/clinic/view/the-blossom--16-1750458622,0,56,0%,5.59
https://antidote.fit/clinic/view/dr-swethas-c-14-1750438208,0,56,0%,10.52
https://antidote.fit/clinic/view/meraki-a-24-1750438447,0,56,0%,11.48
https://antidote.fit/clinic/view/dr-arth-koshia-md-dermato-4-1750491467,0,56,0%,11.64
https://antidote.fit/clinic/view/beau-monde-h-18-1750459766,0,56,0%,12.36
https://antidote.fit/packages/115,0,55,0%,8.35
https://antidote.fit/clinic/view/doctors-hub--6-1750457703,0,55,0%,9.6
https://antidote.fit/clinic/view/naik-skin-clini,0,55,0%,10.09
https://antidote.fit/clinic/view/clair-skin-c-0-1750457595,0,55,0%,10.35
https://antidote.fit/clinic/view/kaya-cli-21-1750457950,0,55,0%,11.09
https://antidote.fit/clinic/view/dr-tejansu-dalal---d-10-1750461901,0,55,0%,11.4
https://antidote.fit/clinic/view/eliixir--19-1750455480,0,55,0%,11.42
https://antidote.fit/clinic/view/the-agel-22-1750477743,0,55,0%,11.53
https://antidote.fit/clinic/view/skin-theory-clinic-dermatology---ae,0,55,0%,14.78
https://antidote.fit/clinic/view/dr-asha-queenco-8-1750460294,0,55,0%,25.8
https://antidote.fit/clinic/view/dento-sm-12-1750455417,0,54,0%,8.63
https://antidote.fit/clinic/view/skinlush-cli-9-1750458061,0,54,0%,9.43
https://antidote.fit/clinic/view/mahani-skin-cli,0,54,0%,9.89
https://antidote.fit/clinic/view/viva-skint-1-1750438250,0,54,0%,11.74
https://antidote.fit/clinic/view/dr-lipy-gupt-21-1750459650,0,54,0%,23.3
https://antidote.fit/clinic/view/oliva-clinic-wh,0,54,0%,36.87
https://antidote.fit/clinic/view/seoulful-1-1750438644,0,53,0%,5.32
https://antidote.fit/clinic/view/dr-charitha,0,53,0%,6.66
https://antidote.fit/clinic/view/the-brown-aesth-6-1750460093,0,53,0%,8.43
https://antidote.fit/clinic/view/derma-360-miyapur-advanced-skin-hai,0,53,0%,10.38
https://antidote.fit/clinic/view/dr-vaibhavi-d-trived-11-1750462089,0,53,0%,11.53
https://antidote.fit/clinic/view/dr-sculpt---dermatology-and-pl,0,53,0%,11.68
https://antidote.fit/clinic/view/drmithras-sk-6-1750438204,0,53,0%,12.7
https://antidote.fit/clinic/view/rajini-l-15-1750438602,0,52,0%,2.94
https://antidote.fit/clinic/view/artistry-clinics:-skin-and-hai,0,52,0%,7.62
https://antidote.fit/clinic/view/advanced-grohair--ad-15-1750490779,0,52,0%,8.15
https://antidote.fit/clinic/view/nice-clinic-16-1750492755,0,52,0%,10.29
https://antidote.fit/clinic/view/advaya-skin-cli,0,52,0%,10.58
https://antidote.fit/clinic/view/haircosm-0-1750438582,0,52,0%,11.17
https://antidote.fit/clinic/view/viva-neuro--ski-10-1750461154,0,52,0%,12.29
https://antidote.fit/clinic/view/my-clinic-8-1750457591,0,51,0%,8.06
https://antidote.fit/clinic/view/gee-vee-beauty--12-1750461465,0,51,0%,9.2
https://antidote.fit/clinic/view/dr-shubhras-skin--hair-cl-14-1750492654,0,51,0%,9.67
https://antidote.fit/clinic/view/vedusha-aest-16-1750458995,0,51,0%,10.37
https://antidote.fit/clinic/view/image-clinic-14-1750490678,0,51,0%,10.51
https://antidote.fit/clinic/view/bansal-skin--2-1750458160,0,51,0%,12.02
https://antidote.fit/clinic/view/yavana-s-17-1750455323,0,51,0%,12.47
https://antidote.fit/clinic/view/dr-anuva-ban-4-1750457789,0,51,0%,12.88
"https://antidote.fit/clinic/view/eudermiz-skin,-hair-and-laser-cente",0,51,0%,12.9
https://antidote.fit/clinic/view/cliniva-dent-14-1750460063,0,50,0%,6.84
https://antidote.fit/clinic/view/impressi-10-1750455414,0,50,0%,9.1
https://antidote.fit/clinic/view/aan-multi-sp-16-1750459148,0,50,0%,9.48
https://antidote.fit/clinic/view/kaya-cli-1-1750455993,0,50,0%,9.74
https://antidote.fit/clinic/view/resilien-13-1750438478,0,50,0%,9.82
https://antidote.fit/clinic/view/heta-skin-clinic-abh-1-1750461513,0,50,0%,10.6
https://antidote.fit/clinic/view/facile-clinic,0,50,0%,11.9
https://antidote.fit/clinic/view/dr-seema-22-1750438612,0,50,0%,13.68
"https://antidote.fit/clinic/view/oliva-clinic-gachibowli,-hyder",0,50,0%,30.06
https://antidote.fit/clinic/view/health--gl-6-1750438252,0,49,0%,6.59
https://antidote.fit/clinic/view/maira-wellness-clinic---hsr-la,0,49,0%,7.92
https://antidote.fit/clinic/view/kaya-clinic---n,0,49,0%,9.06
https://antidote.fit/clinic/search?city=New Delhi,0,49,0%,9.12
https://antidote.fit/clinic/view/omega-clinics,0,49,0%,10.8
https://antidote.fit/clinic/view/dermapro-clinic---skin-hair-and-lasers---dr-b.sruj,0,49,0%,11.69
https://antidote.fit/clinic/view/harsha-hospitals---g,0,49,0%,12.16
https://antidote.fit/clinic/view/labelle-weight-,0,49,0%,14.14
https://antidote.fit/clinic/view/sparha-advanced-aesthetic-studio,0,48,0%,9.23
https://antidote.fit/clinic/view/shree-shyam--15-1750458822,0,48,0%,10.29
https://antidote.fit/clinic/view/dr.-vijaya-bhaskar-mallela,0,48,0%,10.31
https://antidote.fit/clinic/view/resplendent--17-1750458972,0,48,0%,11.62
https://antidote.fit/clinic/view/kaya-clinic---banjara-hills-hy,0,48,0%,15.88
https://antidote.fit/clinic/view/health--glow---nexus,0,47,0%,7.34
https://antidote.fit/clinic/view/indiras-lifecar-4-1750460151,0,47,0%,7.66
https://antidote.fit/clinic/view/metphi-c-11-1750438548,0,47,0%,10.62
https://antidote.fit/clinic/view/ira-skin-and-hair-clinic---alw,0,47,0%,11.49
https://antidote.fit/clinic/view/iskin-cl-24-1750438615,0,47,0%,13.81
https://antidote.fit/clinic/view/pachouli-lux-4-1750458415,0,46,0%,7.41
https://antidote.fit/clinic/view/advanced-6-1750438468,0,46,0%,8.37
https://antidote.fit/clinic/view/berkowits-hair-and-skin-clinic,0,46,0%,10.98
"https://antidote.fit/clinic/view/dr.nishant’s-skin,-hair---laser-cli",0,46,0%,11.33
https://antidote.fit/clinic/view/vcare-hair-and-skin-clinic---malleshwara,0,46,0%,13.2
https://antidote.fit/clinic/view/fms-skin-and-hair-clinic---jub,0,46,0%,13.26
https://antidote.fit/clinic/view/dira-cli-6-1750461965,0,45,0%,6.58
https://antidote.fit/clinic/view/reflecti-5-1750439190,0,45,0%,8.02
"https://antidote.fit/clinic/view/surakshaa-skin,",0,45,0%,8.58
https://antidote.fit/clinic/view/byzance-dr-dhara-viral-pa-17-1750492009,0,45,0%,9.47
https://antidote.fit/clinic/view/ravi-corner-8-1750459051,0,45,0%,10.11
https://antidote.fit/clinic/view/layers-clinic-kothaguda,0,45,0%,10.6
https://antidote.fit/clinic/view/biowave-heal-2-1750457742,0,45,0%,11.29
https://antidote.fit/clinic/view/varchas-wellnes,0,45,0%,12.18
https://antidote.fit/clinic/view/radiance-skin-a-18-1750461479,0,45,0%,12.56
"https://antidote.fit/clinic/view/labelle-weight-loss-clinic,-slimmin",0,45,0%,13.38
https://antidote.fit/clinic/view/surgiderma-23-1750438367,0,44,0%,7.18
https://antidote.fit/clinic/view/nutrition-bo-0-1750457541,0,44,0%,7.41
"https://antidote.fit/clinic/view/skintis---best-skin,-hair-and-laser-clin",0,44,0%,7.55
https://antidote.fit/clinic/view/vasu-hair-an-9-1750457920,0,44,0%,8.48
https://antidote.fit/clinic/view/kavan-skin-aesthetic-12-1750462002,0,44,0%,8.77
https://antidote.fit/clinic/view/cd-lush-by-c-15-1750459392,0,44,0%,9.66
https://antidote.fit/clinic/view/skinray-skin-&-,0,44,0%,10.48
https://antidote.fit/clinic/view/health---8-1750438593,0,44,0%,10.73
https://antidote.fit/clinic/view/sculpt-the-24-1750438258,0,44,0%,11.75
https://antidote.fit/clinic/view/kosmoderma-skin-1,0,44,0%,15.48
https://antidote.fit/clinic/view/jaipur-dental-hospital-17-1750492868,0,44,0%,16.73
https://antidote.fit/clinic/view/romo-bea-1-1750438787,0,44,0%,28.34
https://antidote.fit/clinic/view/snehvedi-16-1750455313,0,43,0%,6.86
https://antidote.fit/clinic/view/the-new-body-perfect-and-smile,0,43,0%,8.88
https://antidote.fit/clinic/view/dr-health-clinic---best-trichologis,0,43,0%,9.44
https://antidote.fit/clinic/view/jayanthi-skin-and-cosmetic-clinic,0,43,0%,9.72
https://antidote.fit/clinic/view/dermaqure-sk-19-1750438211,0,43,0%,10.07
https://antidote.fit/clinic/view/klinik-morph-17-1750458809,0,43,0%,10.26
https://antidote.fit/clinic/view/dr-veena-17-1750438556,0,43,0%,11.3
https://antidote.fit/clinic/view/derm-saga---skin-and-hair-clinic---,0,43,0%,11.44
https://antidote.fit/clinic/view/the-skin-sensé,0,43,0%,11.47
https://antidote.fit/clinic/view/skinlab-by-dr.-jamuna-pai,0,43,0%,12.7
https://antidote.fit/clinic/view/derma-glow-skin-hair-and-laser-clinic,0,43,0%,12.81
https://antidote.fit/clinic/view/contours---plastic-and-cosmetic-surgery-,0,43,0%,13.56
https://antidote.fit/clinic/view/ckallos-skin-and-hair-transplantati,0,43,0%,22.4
https://antidote.fit/clinic/view/d-aesthetix--2-1750457108,0,42,0%,4.57
https://antidote.fit/clinic/view/excel-hospit-14-1750459473,0,42,0%,8.19
https://antidote.fit/clinic/view/advanced-grohai,0,42,0%,9.12
https://antidote.fit/clinic/view/facethetics--6-1750458670,0,42,0%,9.52
https://antidote.fit/clinic/view/skinfollix-c-14-1750458314,0,42,0%,10.45
https://antidote.fit/clinic/view/oliva-clinic-dilsukhnagar:-laser-ha,0,42,0%,11.19
https://antidote.fit/clinic/view/allana-of-new-york,0,41,0%,6.63
https://antidote.fit/clinic/view/epicorium--6-1750438304,0,41,0%,8.27
https://antidote.fit/clinic/view/drmanisha-ra-2-1750457465,0,41,0%,9.44
https://antidote.fit/clinic/view/vlcc-beauty-clinic-k-8-1750490217,0,41,0%,9.9
https://antidote.fit/clinic/view/ojas-skin-ca-16-1750458817,0,41,0%,10.78
https://antidote.fit/clinic/view/nykaa-luxe-1-1750458454,0,41,0%,11.2
https://antidote.fit/clinic/view/the-well-15-1750471021,0,41,0%,12.49
https://antidote.fit/clinic/view/skulpt-f-1-1750455401,0,41,0%,14.85
https://antidote.fit/clinic/view/meadows-wellness---w-3-1750489774,0,40,0%,6.25
https://antidote.fit/clinic/view/sara-aes-9-1750455285,0,40,0%,6.78
https://antidote.fit/clinic/view/renee-sk-11-1750456998,0,40,0%,7.25
https://antidote.fit/clinic/view/health--gl-3-1750438251,0,40,0%,7.35
https://antidote.fit/clinic/view/panacea-the-dental-s-16-1750462132,0,40,0%,7.35
https://antidote.fit/clinic/view/sure-cure-cl-11-1750458120,0,40,0%,7.67
https://antidote.fit/clinic/view/health-and-glow---hrbr-layout,0,40,0%,7.72
https://antidote.fit/clinic/view/health--gl-17-1750438364,0,40,0%,9.12
https://antidote.fit/clinic/view/dr-ashoks-skin-hair-and-laser-clinic,0,40,0%,9.28
https://antidote.fit/clinic/view/sanjeeva-2-1750438888,0,40,0%,9.32
https://antidote.fit/clinic/view/cheveuderm-17-1750438308,0,40,0%,9.65
https://antidote.fit/clinic/view/dr-soumya-sorag,0,40,0%,9.7
https://antidote.fit/clinic/view/kalon-hair-transplant--co-9-1750492760,0,40,0%,9.78
https://antidote.fit/clinic/view/drderm-speciality-skin-and-cosmetology-clinic---in,0,40,0%,10.53
https://antidote.fit/clinic/view/berkowits-hair--skin-0-1750489534,0,40,0%,11.05
https://antidote.fit/clinic/view/sephora--14-1750457527,0,40,0%,12.03
https://antidote.fit/clinic/view/neo-follic-4-1750438251,0,40,0%,12.07
https://antidote.fit/clinic/view/the-cosmo-clinic-by--12-1750462140,0,40,0%,14.75
https://antidote.fit/clinic/view/dr.-karishma-ae,0,40,0%,26.18
https://antidote.fit/clinic/view/crown--the-h-9-1750458219,0,40,0%,48.25
https://antidote.fit/clinic/view/skin-sprin-20-1750438309,0,39,0%,5.36
https://antidote.fit/clinic/view/drs-point----1-1750458114,0,39,0%,7.15
https://antidote.fit/clinic/view/neoskin-clinic-habsi,0,39,0%,7.46
https://antidote.fit/clinic/view/health-and-glow---yelahanka-new,0,39,0%,7.69
https://antidote.fit/clinic/view/new-u-sk-17-1750455533,0,39,0%,9.36
https://antidote.fit/clinic/view/advanced-grohair--gloskin-10-1750492962,0,39,0%,9.69
https://antidote.fit/clinic/view/nyraa--s-0-1750438531,0,39,0%,9.85
https://antidote.fit/clinic/view/la-grace-1-1750455454,0,39,0%,9.92
https://antidote.fit/clinic/view/dr-amit--3-1750455221,0,39,0%,10.05
https://antidote.fit/clinic/search?city=Kolkata,0,39,0%,10.41
https://antidote.fit/clinic/view/cara-hai-18-1750455311,0,39,0%,10.82
https://antidote.fit/clinic/view/kiran-advanced-skin-hair-,0,39,0%,10.87
https://antidote.fit/clinic/view/amber-skin-hair-clinics,0,39,0%,11.08
https://antidote.fit/clinic/view/kaya-clinic--5-1750458570,0,39,0%,11.21
https://antidote.fit/clinic/view/medicutis-cl-11-1750458206,0,39,0%,11.28
https://antidote.fit/clinic/view/the-derma--21-1750438310,0,39,0%,11.67
https://antidote.fit/clinic/view/smileworks-m-5-1750459219,0,39,0%,12.82
https://antidote.fit/clinic/view/phalswal-den-11-1750458493,0,39,0%,19.23
https://antidote.fit/clinic/view/seyons-clinic-7-1750460799,0,38,0%,6.89
https://antidote.fit/clinic/view/the-eter-3-1750458680,0,38,0%,7.82
https://antidote.fit/clinic/view/carens-healt-6-1750458326,0,38,0%,8.89
https://antidote.fit/clinic/view/dr-rajs-ce-9-1750438361,0,38,0%,9.63
https://antidote.fit/clinic/view/skinlab-clinics,0,38,0%,9.74
https://antidote.fit/clinic/view/reyansh-skin-clinic---dermatologist,0,38,0%,9.84
https://antidote.fit/clinic/view/dr-davids-denta-6-1750460643,0,38,0%,10.26
https://antidote.fit/clinic/view/reflecti-0-1750455452,0,38,0%,10.55
"https://antidote.fit/clinic/view/labelle-weight-loss,-slimming,-skin-and-",0,38,0%,10.92
https://antidote.fit/clinic/view/dr-utpal-4-1750456013,0,38,0%,11.42
https://antidote.fit/clinic/view/holistic-aesthetics---dr.harika---cosmetologist---,0,37,0%,4.49
https://antidote.fit/clinic/view/orofacial-cl-8-1750457711,0,37,0%,6.16
https://antidote.fit/clinic/view/rscc---slimming-|-skin-|-,0,37,0%,7.78
https://antidote.fit/clinic/view/dr-pradeep-kumar-neerunemula--best-gener,0,37,0%,8.62
https://antidote.fit/clinic/view/avanza-h-17-1750455309,0,37,0%,8.81
